name,Tullio_Data,Satus,comment,resolution,dyn_phase,bern_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend,Mdisk,Mdisk3D,Mej,Munb,ThetaRMS,Yeej,Sej,vej,Ekej,Mej_bern,Munb_bern,ThetaRMS_bern,Yeej_bern,Sej_bern,vej_bern,Ekej_bern
DD2_M13641364_M0_LK_HR_R04,,,R04,,passed,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.042164804949818044,,2.70356,0.051447766917800002,7.4056,1.79687189794,282.6591789312061,2589.5683890599998,0.008217568161131004,inf,0.042164804949818044,nan,0.22545999999999999,0.0011931800000000001,0.0024513831473915357,39.82021671138284,0.2602782045704774,25.534661963324893,0.15847702492994351,0.026783529594277284,0.0049989800000000001,0.023264131537058422,31.139896391439915,0.28068916941720812,17.114466421882867,0.16620186898813361,0.12341891377067007
DD2_M13641364_M0_LK_LR_R04,,,R04,,passed,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.13048233845779206,,2.70356,0.0463131470979,7.4056,1.62018380833,282.6591789312061,2589.5683890599998,0.007484609869479961,inf,0.13048233845779206,nan,nan,0.0009234,3.2670156988420965e-05,38.33748272322319,0.26722850068548026,27.953776769005852,0.15721353673976607,0.020398511209855277,0.015076300000000001,0.017054845639985862,31.217329772869537,0.31323303074957021,18.525332557815247,0.16691648445149007,0.37542271998345245
DD2_M13641364_M0_LK_SR_R04,,,R04,,passed,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.083982833933693643,,2.70356,0.049181129024,7.4056,1.74302408737,282.6591789312061,2489.9696048599999,0.0077722762957731124,inf,0.083982833933693643,nan,0.26345000000000002,0.0014591700000000001,0.002205210200702809,39.108800731214096,0.27957092727172739,25.995478279110731,0.15357259767025089,0.03075820214652307,0.0122659,0.025643455378831313,31.0020514603637,0.29088806332748784,17.319985709413089,0.16636448897751491,0.3034234140465199
DD2_M13641364_M0_LR,,,R01,,passed,not passed,DD2,1.364,1.364,1.4906e+00,1.4906e+00,2.9812,1.35501818315,1.35501818315,8.94107914676,8.94107914676,0.151549928553,0.151549928553,0.100775833724,0.100775833724,840.410237324,840.410237324,840.4102373236123,157.57515136964088,0.050093364534774483,,2.70514,0.045105535127099999,7.4276,1.7365820949599999,283.3276296921921,2639.36778116,0.012181847953609222,inf,0.050093364534774483,nan,nan,0.00076971699999999995,0.0012298437496043187,32.84142858501321,0.2065052696294099,22.11798858125778,0.17345057645082546,0.02069718031080179,0.0056177900000000001,0.022516925656494734,30.77589023907603,0.276219575670416,16.891886710328791,0.15837609977622871,0.12594287924466591
DD2_M13641364_M0_LR_R04,,,R04,,passed,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.10110095661612445,,2.70356,0.0523472143449,7.4056,1.89410162765,282.6591789312061,2489.9696048599999,0.009139676979659735,inf,0.10110095661612445,nan,nan,0.0011964499999999999,0.0017530378407728394,37.56288409470248,0.24802886515156383,25.205600927911735,0.17210754467299094,0.031675406240879014,0.0145635,0.026757738071676192,29.033107352242876,0.29761749704255608,17.372114654102173,0.16540948819699933,0.35613578802291612
DD2_M13641364_M0_SR,,,R01,,passed,not passed,DD2,1.364,1.364,1.4906e+00,1.4906e+00,2.9812,1.35501818315,1.35501818315,8.94107914676,8.94107914676,0.151549928553,0.151549928553,0.100775833724,0.100775833724,840.410237324,840.410237324,840.4102373236123,157.57515136964088,0.10951815506218159,,2.70514,0.0422045610488,7.4276,1.7400962070099999,283.3276296921921,2390.3708206699998,0.01240646420427648,inf,0.10951815506218159,nan,0.19596,0.0026335500000000001,0.00046021052132079162,32.700278484096586,0.22638506493647623,18.455296805338797,0.14169050111738907,0.04725541514582203,0.010218,0.017556100138146076,29.491283654047674,0.28776660978590679,16.684786969755599,0.16079387288628891,0.23612005460714167
DD2_M13641364_M0_SR_R04,,,R04,,passed,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.11949584535497966,,2.70356,0.047931655899600002,7.4056,1.7874111456699999,282.6591789312061,2539.7689969600001,0.009320946234584187,inf,0.11949584535497966,nan,0.21374000000000001,0.0010261300000000001,0.0013177729195267063,36.821304247922356,0.24382443697641135,26.100963003615522,0.18771129305448628,0.032315729253449124,0.0128624,0.017264926672476307,28.395627620998482,0.3088788285846551,18.079942970797365,0.16656882475765025,0.31896186042996094
DD2_M14321300_M0_LR,,,R04,,passed,not passed,DD2,1.432,1.3,1.5689e+00,1.4109e+00,2.9798,1.41942345634,1.28880146176,8.95409813313,8.93021914394,0.158522014867,0.144319142181,0.0970220421932,0.104133353214,646.137716773,1108.86633759,847.6635642501841,159.02814694469785,0.050944541905724075,,2.70722,0.045180777377399998,7.4062,1.72807371425,282.8469817640546,2440.17021277,0.009265628294598687,inf,0.050944541905724075,nan,nan,0.00124406,0.0015868644635563436,35.313538573938125,0.25194762725510267,24.760454167765221,0.15981402220632443,0.028398670293588633,0.0051398399999999997,0.018191733968893509,31.476146313960037,0.26776366584451594,17.250684871960996,0.16149363888331156,0.11980904839105003
DD2_M14351298_M0_LR,,,R01,,passed,not passed,DD2,1.435,1.298,1.5743e+00,1.4105e+00,2.9848,1.42384261414,1.28846736986,8.95543757845,8.93012979813,0.158991692697,0.144283168519,0.0967289918761,0.104151310814,634.723987019,1110.44044957,840.8444014427438,157.75574966764577,0.038145356253667162,,2.7073,0.0410429378759,7.40569,1.6525338997600001,282.8422071157618,2440.17021277,0.011771835525776535,inf,0.038145356253667162,nan,nan,0.0010121500000000001,0.0016390624218635382,35.44737642386594,0.23381684828673566,21.046976423158625,0.18236004251889543,0.030083793383161739,0.0013842100000000001,0.022872682333191115,32.7001040363246,0.25101625255162363,15.728793996098858,0.15659999333814956,0.03033985543216508
DD2_M14861254_M0_LR,,,R01,,passed,not passed,DD2,1.486,1.254,1.6359e+00,1.3583e+00,2.9942,1.4740133838,1.24471363159,8.96166461003,8.91309676871,0.16447984299,0.139649874543,0.0937810452991,0.106731976282,519.349649344,1339.67094521,837.8555014749273,157.37069379166357,0.04028906222494763,,2.71388,0.033996947724100002,7.40895,1.4594574148599999,283.32444659333026,2440.17021277,0.011881912685532382,inf,0.04028906222494763,nan,nan,0.0016582000000000001,0.0018889359018157339,31.114676933432186,0.19859269857813278,16.63100442630563,0.16517801801471474,0.040436187453157198,0.0050414099999999996,0.03276322503770366,31.883385004683507,0.26589918614928065,15.657629088667656,0.15685199965406504,0.11085636153337894
DD2_M14971246_M0_LR,,,,,passed,not passed,DD2,1.497,1.246,,,,,,,,,,,,,,,,0.046562554699724291,,,0.037908504631599997,,1.5349705358100001,,2440.17021277,0.009280981289463065,inf,0.046562554699724291,nan,nan,0.0012442499999999999,0.0014207997946042187,32.15101966171285,0.20623049896054249,20.210495048157526,0.17586470166526022,0.034394765662094866,0.0057297299999999997,0.026220732756010209,33.08222800883175,0.27326943645894569,15.702343182213124,0.15248391439561726,0.1190724104645015
DD2_M15091235_M0_LK_SR,,,R04,,passed,not passed,DD2,1.509,1.235,1.6632e+00,1.3343e+00,2.9975,1.49611454524,1.22451440218,8.96395661617,8.91186674116,0.166903256584,0.137402887702,0.0924482717295,0.107466500474,475.861252986,1462.87498411,839.5582280921059,157.7969963704104,0.054262557398036863,,2.71968,0.038817260795600002,7.40527,1.47941998157,283.28306630812637,2489.9696048599999,0.007748036684662964,inf,0.054262557398036863,nan,nan,0.00268775,0.0015850352850413404,30.308513453087574,0.19802616730516412,15.549394535615292,0.18234551956651476,0.079874554163846714,0.0054483600000000002,0.024566678768318202,36.43701808731359,0.28523184328635587,16.25611106461265,0.15753663991109251,0.12085308208665715
DD2_T05_15491205_45km_M0corot,,,R04_corot,,passed,not passed,DD2,1.549,1.205,1.7117e+00,1.2990e+00,3.0107,1.53520287077,1.19467633413,8.97075922091,8.90162042323,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971726,156.8599555130242,0.057690910697694969,,2.73164,0.031248528273500002,8.0226,1.4158720030900001,282.5461789216109,2489.9696048599999,0.010115987007287386,inf,0.057690910697694969,nan,nan,0.00492247,0.0017091156210694276,16.727400123759963,0.080563093662509869,7.720771767222554,0.13611873367130731,0.081516831741285059,0.0074487800000000003,0.056973710604094584,33.653015890372714,0.26794396452819319,15.390955572971681,0.15387320670356758,0.15763036747597864
DD2_T05_15491205_45km_M0LKcorot,,,R04_corot,,passed,not passed,DD2,1.549,1.205,1.7117e+00,1.2990e+00,3.0107,1.53520287077,1.19467633413,8.97075922091,8.90162042323,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971726,156.8599555130242,0.037199603619278723,,2.73164,0.035962221485200001,8.0226,1.5366326594299999,282.5461789216109,2440.17021277,0.010100224463380913,inf,0.037199603619278723,nan,nan,0.0054503800000000003,0.0049914893371369191,18.447663602016423,0.088522194185216979,8.1857161156286349,0.14367464983303915,0.10055785903980947,0.0033251000000000001,0.040863997799032464,38.33765594961045,0.27920116508997322,18.421921078045774,0.17311382180806589,0.089062727186432572
LS220_M13641364_M0_HR,,,,,passed,not passed,LS220,1.364,1.364,,,,,,,,,,,,,,,,0.027048525343509443,,,0.0484689395309,,1.81248829185,,2987.9635258399999,0.014026065590666685,inf,0.027048525343509443,nan,nan,0.0010322,0.0014975303882839269,35.70462800635922,0.22339603396108798,18.648770456500682,0.15613515735486341,0.02249025965882159,0.00062996500000000002,0.0056211305687101911,31.960597466799893,0.27562554367520103,18.857800561523256,0.13311462054822093,0.0099769249743656436
LS220_M13641364_M0_LK_SR,,,R03,,passed,passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.043741059340465446,,2.70282,0.061431869567200002,7.39835,2.0124581137900002,282.4745591972195,2987.9635258399999,0.011697149728485148,0.015304087983304876,0.043741059340465446,0.10813388938224834,nan,0.0013586200000000001,0.0029393330181191803,37.378734931618325,0.26019060412035738,20.623194381725572,0.15894943167536177,0.030679264253882035,0.0034678500000000002,0.0084996386840216227,32.33514739855623,0.30528026625086868,18.472530079458451,0.12024961097250458,0.044818392958827426
LS220_M13641364_M0_LR,,,R01,,passed,not passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.040541262927451215,,2.70282,0.0522418390863,7.39835,1.8680339826500001,282.4745591972195,2987.9635258399999,0.013285226027062405,0.017294109151497223,0.040541262927451215,0.092920006651034462,nan,0.0020148700000000002,0.0037708620657195702,31.811043241108354,0.21101899219529049,15.815885652488742,0.16705114986857711,0.050254575955910881,0.00505975,0.011848737323934336,32.115108336238805,0.2989105089885874,17.68981465510134,0.12456500142273827,0.070169692663550803
LS220_M13641364_M0_SR,,,R01,,passed,passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.050857847914238467,,2.70282,0.050284328953899997,7.39835,1.8377633646,282.4745591972195,2987.9635258399999,0.013659586444841164,0.015682389037060256,0.050857847914238467,0.097897480782087667,0.069470000000000004,0.00169045,0.0027422717032461737,32.5284676908735,0.21736138842062766,16.979887836079154,0.15536275783840989,0.036469131530872841,0.0036471799999999999,0.0083091515331753397,32.10114536406479,0.29320529329108108,17.463022431505163,0.11230906123330904,0.041116395428569021
LS220_M14001330_M0_SR,,,R01,,passed,not passed,LS220,1.4,1.33,1.5343e+00,1.4499e+00,2.9842,1.37590980007,1.30718560357,8.59886009026,8.6292693016,0.160010559714,0.151482885308,0.0948353231075,0.100912974479,602.742319993,843.414093353,714.5993851946082,134.02193268821406,0.036955284188728371,,2.7041,0.052448263565700003,7.40167,1.8801202855100001,282.61939019543314,3037.7629179300002,0.013683155735240465,0.016911941987225634,0.036955284188728371,0.084909472396392849,nan,0.0017127500000000001,0.003082685083115687,30.930682816810528,0.20550442171086675,16.156207129592762,0.16115573580157641,0.039757202009091504,0.00340646,0.0095650513818977146,31.566216171892016,0.29667249909864934,18.290973911027869,0.12677064722706272,0.048929303376549611
LS220_M14351298_M0_HR,,,,,not passed,not passed,LS220,1.435,1.298,,,,,,,,,,,,,,,,0.02449499323066065,,,0.045584970381500001,,1.74651643225,,2987.9635258399999,0.014049523120262034,inf,0.02449499323066065,nan,nan,0.0019178800000000001,0.0022262426842082619,32.06862870857243,0.20041180388929183,15.263382276367652,0.16607058092159049,0.047275420950489096,5.09138e-05,0.0091795580021896243,30.870671835736434,0.23986782592553496,15.948494101402764,0.13567856728431191,0.00083769696273427031
LS220_M14351298_M0_SR,,,R01,,passed,not passed,LS220,1.435,1.298,1.5771e+00,1.4119e+00,2.989,1.41044414277,1.27594370833,8.58242814733,8.63703197476,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.038704926562346996,,2.70742,0.049393873327699997,7.40455,1.8003372127199999,282.8215169731599,2987.9635258399999,0.013635756342717091,0.016628327957713053,0.038704926562346996,0.11641051283201778,nan,0.0023976000000000002,0.0027433290500889717,26.687012691240664,0.17330408317240151,12.590244717717717,0.19079394221638302,0.078007295495594306,0.0039151100000000003,0.011241251103681174,32.276717187627966,0.27455619132242637,16.78389327430391,0.10821020316844226,0.040974034850485459
LS220_M14691268_M0_HR,,,,,passed,not passed,LS220,1.469,1.268,,,,,,,,,,,,,,,,0.029586294912451763,,,0.041547115939100002,,1.65661868543,,2938.1641337400001,0.013875986173951886,inf,0.029586294912451763,nan,nan,0.0027819099999999999,0.0033978071175146183,28.892328351755854,0.16185256293696057,12.539811536642093,0.17563410529596574,0.076698992947434999,0.0017736,0.014136001464372102,37.707489464168916,0.24823687024944915,14.869927128053114,0.092759970343651327,0.013639755549501363
LS220_M14691268_M0_LK_SR,,,R03,,passed,not passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.05471178989937138,,2.71256,0.044480662714499998,7.40587,1.6135722671199999,283.00454515771554,2938.1641337400001,0.011578595399583296,inf,0.05471178989937138,nan,nan,0.0033097399999999998,0.004586927265154233,33.187101038715326,0.21498704146541434,15.184778321922572,0.16648613327347467,0.081993321842780562,0.015443800000000001,0.037011455924498192,32.10558984454241,0.27913764635710941,15.537914038384983,0.10480979735932866,0.151630011089744
LS220_M14691268_M0_LR,,,R01,,passed,not passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.042590393635292836,,2.71256,0.046799989734900002,7.40587,1.72501133168,283.00454515771554,2987.9635258399999,0.013111502794487894,inf,0.042590393635292836,nan,nan,0.0036643600000000002,0.0044175356405383188,29.56052285125675,0.17762233751855849,12.991899817299611,0.16552700345615604,0.089735599924040732,0.0091984600000000003,0.029549427224887778,31.728439765067026,0.26270291877346857,14.949380842323604,0.099294203601254988,0.081057153036854568
LS220_M14691268_M0_SR,,,R01,,passed,not passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.049604725673673786,,2.71256,0.037679956915300003,7.40587,1.5591255533399999,283.00454515771554,2938.1641337400001,0.013505566392149747,inf,0.049604725673673786,nan,nan,0.0034825500000000001,0.0033323677759651764,30.194283479379543,0.17280515201623381,12.131268168411079,0.17555218500074371,0.095926364567078717,0.0090850800000000006,0.026818745084374557,32.256120344701124,0.25397367866276904,14.76344428363867,0.095063084120708893,0.073380557409398514
SFHo_M13641364_M0_LK_SR,,,R03,,passed,passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.035016491288232067,,2.70328,0.061779732931400003,7.40491,1.9163937550700001,282.76103809478496,3734.9544072899998,0.012039985058450957,0.0061657531535265538,0.035016491288232067,0.097812046651346782,nan,0.0065717700000000002,0.0073567729674246509,33.243366747903416,0.22619151437120136,16.009882875785369,0.18284303155420834,0.19636681721540483,0.0046548300000000004,0.01873812995798773,30.768934851248467,0.2269844350366941,13.118248340707607,0.15819201570594413,0.10411213264144739
SFHo_M13641364_M0_LK_SR_2019pizza,,,R03,,passed,passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.037380872874203171,,2.70328,0.076935452475799998,7.40491,2.21550325208,282.76103809478496,3485.95744681,0.012075450782240524,0.0054682605856650746,0.037380872874203171,0.070821411037403872,nan,0.0044902299999999996,0.0066502154335529116,33.10988600021463,0.20818757753536526,16.169077504715794,0.18527939911026386,0.13776895542479492,0.0030957100000000002,0.017773421239844704,29.959960725721317,0.21963304466075634,13.772406942220041,0.16163074263852234,0.072282938729449395
SFHo_M13641364_M0_SR,,,R01,,passed,not passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.021681379143355037,,2.70328,0.060981870641800003,7.40491,2.00918709914,282.76103809478496,3635.3556230999998,0.01401424368273683,0.0035767553168881919,0.021681379143355037,0.034942214901152666,nan,0.0030957799999999998,0.0031782706074778714,32.82350888293279,0.23520321437989783,17.664934528874795,0.21117746122075856,0.12339388112941617,0.00033890800000000002,0.0064125898333235037,27.734679372459013,0.1960490534661368,11.433731324223682,0.17606007305492938,0.009389287031784932
SFHo_M14521283_M0_HR,,,R01,,passed,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.029097656051351065,,2.71006,0.063111434831900001,7.39983,2.0467048276500002,282.7578549959231,3485.95744681,0.013939110823956451,inf,0.029097656051351065,nan,nan,0.00382913,0.0063192627378848842,26.625408166147018,0.15758302391973894,12.500414434349317,0.23052541174365979,0.181872418084565,0.0018986599999999999,0.076270471413088847,26.09522387620238,0.1674065433009754,11.028402671532451,0.14130320033555246,0.033882833510512786
SFHo_M14521283_M0_LK_SR,,,R03,,passed,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.030713316801764656,,2.71006,0.071022966890100001,7.39983,2.1136642973600002,282.7578549959231,3485.95744681,0.011791464216699365,inf,0.030713316801764656,nan,nan,0.0040529600000000004,6.765554576561545,29.8105143251578,0.16294804726711956,12.805677739405272,0.24519781484840705,0.21778821000311432,0.00131146,6.8455653698185621,35.310304711434895,0.23418016307032316,14.392263734423915,0.14313081817028425,0.024013150704866867
SFHo_M14521283_M0_LK_SR_2019pizza,,,R03,,passed,not passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.026008197445682158,,2.71006,0.065946988005100002,7.39983,2.0500223692400001,282.7578549959231,3386.35866261,0.011838751848418786,inf,0.026008197445682158,nan,nan,0.00350557,0.015151448488585535,33.22793873494906,0.18200725494173312,14.097654268835029,0.22021651591724026,0.15194530762378333,0.0027010699999999999,0.030160975573386851,30.510771720509627,0.23219254608964224,14.94302447229061,0.16914220753216319,0.069066601696474952
SFHo_M14521283_M0_LR,,,R01,,passed,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.03098916132012795,,2.71006,0.062640279315099995,7.39983,2.0629107505399999,282.7578549959231,3436.1580547100002,0.013474115778715467,inf,0.03098916132012795,nan,nan,0.0043583099999999998,2.7272373875367353,27.187520851331854,0.15506847451679784,12.228799179223138,0.22714883669644886,0.20098702680169958,0.0019621299999999999,2.8879806242415573,30.866953424712896,0.21889182161744636,13.135074153673303,0.14662971806462366,0.03770513359470918
SFHo_M14521283_M0_SR,,,R01,,passed,not passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.033006766940156626,,2.71006,0.051928342683999998,7.39983,1.8655143063499999,282.7578549959231,3436.1580547100002,0.01373025711719567,inf,0.033006766940156626,nan,nan,0.0043006099999999998,0.01297461613914442,34.08860746664045,0.20187092503317056,15.128903599140587,0.20942029624216099,0.1685761148885061,0.00472573,0.031551834588996665,32.97367972672937,0.25630289253081434,15.726441858931002,0.16908114974406072,0.12075012774696242
SLy4_M13641364_M0_LR,,,R02,,not passed,not passed,SLy4,1.364,1.364,1.5016e+00,1.5016e+00,3.0032,1.34222244733,1.34222244733,7.97112842414,7.97112842414,0.16838511982,0.16838511982,0.0813299537861,0.0813299537861,400.525631047,400.525631047,400.5256310470942,75.10035450980604,0.026323448323811637,,2.70364,0.048981255897899999,7.39963,1.7335546636500001,282.5398127238872,4780.7416413399997,0.013679289624724256,0.0021778295451886226,0.026323448323811637,0.046008434038147368,nan,0.0026092799999999998,0.0059805987492477187,35.13833833042145,0.20429510917254953,42.082433012171947,0.34684030931904591,0.28054898279788315,-0.00069087900000000004,0.0084028155865706299,18.155729558382145,-0.00024444144531276819,-0.049175561551299145,-0.00040164070157002883,1.1929427300471125e-10
SLy4_M13641364_M0_SR,,,R02,,passed,not passed,SLy4,1.364,1.364,1.5016e+00,1.5016e+00,3.0032,1.34222244733,1.34222244733,7.97112842414,7.97112842414,0.16838511982,0.16838511982,0.0813299537861,0.0813299537861,400.525631047,400.525631047,400.5256310470942,75.10035450980604,0.035914956290901086,,2.70364,nan,7.39963,nan,282.5398127238872,nan,nan,nan,0.035914956290901086,0.094977441973056617,0.049430000000000002,0.0044459699999999996,0.0051944673854230324,35.20618683523978,0.25403676317296564,18.225611620703695,0.21630537459643234,0.1859215436972472,0.0056417300000000002,0.01901752579975376,33.068207151459895,0.28823025493848514,17.730532688646921,0.19542640854844168,0.1925783375051133
SLy4_M14521283_M0_LR,,,R02,,passed,not passed,SLy4,1.452,1.283,1.6105e+00,1.4018e+00,3.0122999999999998,1.42854583717,1.26177437769,7.93328010082,7.9993285326,0.180070090483,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.028183428504775575,,2.70956,0.057213033095800003,7.3966,1.9607131010100001,282.6559958323443,199.197568389,0.019794895885211557,inf,0.028183428504775575,nan,nan,0.00523808,0.0056892336384605649,26.919413229273164,0.15940604409353026,11.996059713520987,0.23854816606172496,0.26641140070235614,0.0021048899999999999,0.083485203024945998,35.63782305565393,0.26429293868925052,15.013090848262856,0.18183536628469896,0.062203625601445399
SLy4_M14521283_M0_SR,,,R02,,passed,not passed,SLy4,1.452,1.283,1.6105e+00,1.4018e+00,3.0122999999999998,1.42854583717,1.26177437769,7.93328010082,7.9993285326,0.180070090483,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.034047094837983911,,2.70956,0.063713753246899998,7.3966,2.08615303824,282.6559958323443,3436.1580547100002,0.013765722840985237,0.019524769889487922,0.034047094837983911,0.77782516427213721,nan,0.0064047699999999997,0.016313430863439924,30.71150831362018,0.16261498951112016,11.567986357745868,0.24691881180260958,0.3490118662426715,0.00474195,0.099086790494861784,35.00558005806101,0.2580026335669659,15.408433803203323,0.1796080994547602,0.13672160298766606
