name,Tullio_Data,Satus,comment,resolution,dyn_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend,Mdisk,Mdisk3D,Mej,dMej,Munb,Munb_bern,ThetaRMS,Yeej,Sej,vej,Ekej
BHBlp_M13641364_M0_LK_SR,,,R04,,passed,BHBlp,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35225890291,1.35225890291,8.94038740121,8.94038740121,0.151252793847,0.151252793847,0.10081970336,0.10081970336,849.055826418,849.055826418,849.055826417571,159.19829098442793,0.019813517690437862,,2.70358,0.000114115671542,7.40525,-0.00149979311834,282.6480380851897,398.39513677799999,1.7104693787887615e-05,-1.7104693787887615e-05,0.019813517690437862,8.6719184771898595e-05,nan,0.0,0.0,0.0,8.5628423780237695e-05,nan,nan,nan,nan,nan
BHBlp_M14931248_M0_LK_SR,,,R04,,passed,BHBlp,1.493,1.248,1.6436e+00,1.3493e+00,2.9928999999999997,1.48017676869,1.23712723256,8.95229350175,8.91203955182,0.165340511369,0.138815506331,0.0929542088968,0.107100688536,501.512148074,1385.21335752,838.6561901170217,157.56380922548894,0.022343405987426943,,2.71648,0.000115463390907,7.40566,-0.00150716473166,283.16688319966926,398.39513677799999,1.6620539129940612e-05,-1.6620539129940612e-05,0.022343405987426943,8.6723106798701721e-05,nan,0.0,0.0,0.0,8.577921400485303e-05,nan,nan,nan,nan,nan
DD2_M13641364_M0_HR,,,R01,,not passed,DD2,1.364,1.364,1.4906e+00,1.4906e+00,2.9812,1.35501818315,1.35501818315,8.94107914676,8.94107914676,0.151549928553,0.151549928553,0.100775833724,0.100775833724,840.410237324,840.410237324,840.4102373236123,157.57515136964088,0.01929335374152422,,2.70514,0.037340837435899998,7.4276,1.4881682376100001,283.3276296921921,2639.36778116,0.012702011902522868,inf,0.01929335374152422,nan,nan,0.00057504599999999996,0.19578058074320981,0.00069943431681359974,0.0036934526940918229,29.10431584347157,0.2163516937504554,22.7808290745436,0.21804054341016199,0.02443461976172509
DD2_M13641364_M0_HR_R04,,,R04,,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.017654049175250919,,2.70356,0.047765462475199999,7.4056,1.7715168266400001,282.6591789312061,2689.1671732499999,0.009525859305368348,inf,0.017654049175250919,nan,nan,0.00055948,0.064583483861500326,0.00066912928174903282,0.0063034716938185726,35.13563440639291,0.23913897433230139,30.314155291645815,0.21157638334524917,0.022384524170492668
DD2_M13641364_M0_LK_HR_R04,,,R04,,not passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.023517715508459259,,2.70356,0.051448574220299997,7.4056,1.79696381499,282.6591789312061,2589.5683890599998,0.008217568161131004,inf,0.023517715508459259,nan,nan,0.0011919700000000001,0.0025376614484014974,0.0018362171726185601,0.019761412979155721,39.76735214559578,0.26015835422821232,25.519887892648303,0.15858953464089698,0.026794258389066478
DD2_M13641364_M0_LK_LR_R04,,,R04,,passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.13048233845779206,,2.70356,0.0463131470979,7.4056,1.62018380833,282.6591789312061,2589.5683890599998,0.007484609869479961,inf,0.13048233845779206,nan,nan,0.0009234,0.0,3.2670156988420965e-05,0.017054845639985862,38.33748272322319,0.26722850068548026,27.953776769005852,0.15721353673976607,0.020398511209855277
DD2_M13641364_M0_LK_SR_R04,,,R04,,passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.058825813858961094,,2.70356,0.049181120296399997,7.4056,1.7430104878299999,282.6591789312061,2489.9696048599999,0.0077722762957731124,inf,0.058825813858961094,nan,nan,0.0014590600000000001,0.0,0.0018631254538395826,0.025817677585338563,39.10483596757658,0.27956244049051204,25.994179239051167,0.15358199686270613,0.030759625088874476
DD2_M13641364_M0_LR,,,R01,,passed,DD2,1.364,1.364,1.4906e+00,1.4906e+00,2.9812,1.35501818315,1.35501818315,8.94107914676,8.94107914676,0.151549928553,0.151549928553,0.100775833724,0.100775833724,840.410237324,840.410237324,840.4102373236123,157.57515136964088,0.050093364534774483,,2.70514,0.045105535127099999,7.4276,1.7365820949599999,283.3276296921921,2639.36778116,0.012181847953609222,inf,0.050093364534774483,nan,nan,0.00076971699999999995,0.0,0.0012298437496043187,0.022516925656494734,32.84142858501321,0.2065052696294099,22.11798858125778,0.17345057645082546,0.02069718031080179
DD2_M13641364_M0_LR_R04,,,R04,,passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.10110095661612445,,2.70356,0.0523472143449,7.4056,1.89410162765,282.6591789312061,2489.9696048599999,0.009139676979659735,inf,0.10110095661612445,nan,nan,0.0011964499999999999,0.0,0.0017530378407728394,0.026757738071676192,37.56288409470248,0.24802886515156383,25.205600927911735,0.17210754467299094,0.031675406240879014
DD2_M13641364_M0_SR,,,R01,,passed,DD2,1.364,1.364,1.4906e+00,1.4906e+00,2.9812,1.35501818315,1.35501818315,8.94107914676,8.94107914676,0.151549928553,0.151549928553,0.100775833724,0.100775833724,840.410237324,840.410237324,840.4102373236123,157.57515136964088,0.10951815506218159,,2.70514,0.0422045610488,7.4276,1.7400962070099999,283.3276296921921,2390.3708206699998,0.01240646420427648,inf,0.10951815506218159,nan,nan,0.0026335500000000001,0.0,0.00046021052132079162,0.017556100138146076,32.700278484096586,0.22638506493647623,18.455296805338797,0.14169050111738907,0.04725541514582203
DD2_M13641364_M0_SR_R04,,,R04,,passed,DD2,1.364,1.364,1.4873e+00,1.4873e+00,2.9746,1.35229088177,1.35229088177,8.94091043164,8.94091043164,0.151247857097,0.151247857097,0.100905720279,0.100905720279,849.935135478,849.935135478,849.9351354777668,159.36012022924925,0.087174749074754643,,2.70356,0.047931755717900003,7.4056,1.7874287852499999,282.6591789312061,2539.7689969600001,0.009320946234584187,inf,0.087174749074754643,nan,nan,0.00102604,0.0,0.0012190687818710185,0.018455372634401446,36.81575205910952,0.24381166099236384,26.098977142119214,0.18772360350668593,0.03231690970280169
DD2_M14321300_M0_LR,,,R04,,passed,DD2,1.432,1.3,1.5689e+00,1.4109e+00,2.9798,1.41942345634,1.28880146176,8.95409813313,8.93021914394,0.158522014867,0.144319142181,0.0970220421932,0.104133353214,646.137716773,1108.86633759,847.6635642501841,159.02814694469785,0.050944541905724075,,2.70722,0.045180777377399998,7.4062,1.72807371425,282.8469817640546,2440.17021277,0.009265628294598687,inf,0.050944541905724075,nan,nan,0.00124406,0.0,0.0015868644635563436,0.018191733968893509,35.313538573938125,0.25194762725510267,24.760454167765221,0.15981402220632443,0.028398670293588633
DD2_M14351298_M0_LR,,,R01,,passed,DD2,1.435,1.298,1.5743e+00,1.4105e+00,2.9848,1.42384261414,1.28846736986,8.95543757845,8.93012979813,0.158991692697,0.144283168519,0.0967289918761,0.104151310814,634.723987019,1110.44044957,840.8444014427438,157.75574966764577,0.038145356253667162,,2.7073,0.0410429378759,7.40569,1.6525338997600001,282.8422071157618,2440.17021277,0.011771835525776535,inf,0.038145356253667162,nan,nan,0.0010121500000000001,0.0,0.0016390624218635382,0.022872682333191115,35.44737642386594,0.23381684828673566,21.046976423158625,0.18236004251889543,0.030083793383161739
DD2_M14861254_M0_HR,,,R03,,not passed,DD2,1.486,1.254,1.6359e+00,1.3583e+00,2.9942,1.4740133838,1.24471363159,8.96166461003,8.91309676871,0.16447984299,0.139649874543,0.0937810452991,0.106731976282,519.349649344,1339.67094521,837.8555014749273,157.37069379166357,0.013492737583941773,,2.71388,0.00732022397983,7.40895,0.63635826729099998,283.32444659333026,995.98784194500001,0.010613027901061223,inf,0.013492737583941773,nan,nan,6.4077699999999997e-07,5.4115630386898422e-05,0.00037049728641551653,0.0010933573885161879,11.64300512775199,0.15964009212900901,98.782618282023222,0.058697264414921256,1.9732008552306033e-06
DD2_M14861254_M0_LR,,,R01,,passed,DD2,1.486,1.254,1.6359e+00,1.3583e+00,2.9942,1.4740133838,1.24471363159,8.96166461003,8.91309676871,0.16447984299,0.139649874543,0.0937810452991,0.106731976282,519.349649344,1339.67094521,837.8555014749273,157.37069379166357,0.04028906222494763,,2.71388,0.033996947724100002,7.40895,1.4594574148599999,283.32444659333026,2440.17021277,0.011881912685532382,inf,0.04028906222494763,nan,nan,0.0016582000000000001,0.0,0.0018889359018157339,0.03276322503770366,31.114676933432186,0.19859269857813278,16.63100442630563,0.16517801801471474,0.040436187453157198
DD2_M14971246_M0_LR,,,,,passed,DD2,1.497,1.246,,,,,,,,,,,,,,,,0.046562554699724291,,,0.037908504631599997,,1.5349705358100001,,2440.17021277,0.009280981289463065,inf,0.046562554699724291,nan,nan,0.0012442499999999999,0.0,0.0014207997946042187,0.026220732756010209,32.15101966171285,0.20623049896054249,20.210495048157526,0.17586470166526022,0.034394765662094866
DD2_M15091235_M0_LK_SR,,,R04,,passed,DD2,1.509,1.235,1.6632e+00,1.3343e+00,2.9975,1.49611454524,1.22451440218,8.96395661617,8.91186674116,0.166903256584,0.137402887702,0.0924482717295,0.107466500474,475.861252986,1462.87498411,839.5582280921059,157.7969963704104,0.027166744422807997,,2.71968,0.038817446440700003,7.40527,1.4794601572399999,283.28306630812637,2489.9696048599999,0.007748036684662964,inf,0.027166744422807997,nan,nan,0.0026875699999999998,0.00042294357472902837,0.0031704992594988831,0.028389415957575839,30.303403681004745,0.19801378219523769,15.548060684224039,0.18235481651264898,0.079877301901248199
DD2_T05_15491205_45km_M0corot,,,R04_corot,,passed,DD2,1.549,1.205,1.7117e+00,1.2990e+00,3.0107,1.53520287077,1.19467633413,8.97075922091,8.90162042323,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971726,156.8599555130242,0.057690910697694969,,2.73164,0.031248528273500002,8.0226,1.4158720030900001,282.5461789216109,2489.9696048599999,0.010115987007287386,inf,0.057690910697694969,nan,nan,0.00492247,0.0,0.0017091156210694276,0.056973710604094584,16.727400123759963,0.080563093662509869,7.720771767222554,0.13611873367130731,0.081516831741285059
DD2_T05_15491205_45km_M0LKcorot,,,R04_corot,,passed,DD2,1.549,1.205,1.7117e+00,1.2990e+00,3.0107,1.53520287077,1.19467633413,8.97075922091,8.90162042323,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971726,156.8599555130242,0.037199603619278723,,2.73164,0.035962221485200001,8.0226,1.5366326594299999,282.5461789216109,2440.17021277,0.010100224463380913,inf,0.037199603619278723,nan,nan,0.0054503800000000003,0.0,0.0049914893371369191,0.040863997799032464,18.447663602016423,0.088522194185216979,8.1857161156286349,0.14367464983303915,0.10055785903980947
LS220_M13641364_M0_HR,,,R01,,not passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.015620681011315767,,2.70282,0.0096418571046500007,7.39835,0.79716392757700005,282.4745591972195,1095.5866261399999,0.012780824622055239,inf,0.015620681011315767,nan,nan,6.5108200000000003e-07,0.00017459110764918935,0.0003876871938580461,0.00076248164199056311,13.445871955402282,0.1902271261599921,110.71592675745913,0.065595288611879909,2.5038558070279298e-06
LS220_M13641364_M0_LK_SR,,,R03,,passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.022272474539847813,,2.70282,0.061434346364199997,7.39835,2.0126224446099998,282.4745591972195,2987.9635258399999,0.011697149728485148,inf,0.022272474539847813,nan,nan,0.00127878,0.13153545174148806,0.0016380341276863253,0.005818682458331545,35.27155287569458,0.25192980287305089,20.226952424107353,0.16470370029464021,0.031004906131999542
LS220_M13641364_M0_LR,,,R01,,passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.040541262927451215,,2.70282,0.0522418390863,7.39835,1.8680339826500001,282.4745591972195,2987.9635258399999,0.013285226027062405,0.017294109151497223,0.040541262927451215,0.092920006651034462,nan,0.0020148700000000002,0.0,0.0037708620657195702,0.011848737323934336,31.811043241108354,0.21101899219529049,15.815885652488742,0.16705114986857711,0.050254575955910881
LS220_M13641364_M0_SR,,,R01,,passed,LS220,1.364,1.364,1.4912e+00,1.4912e+00,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.948741246348,134.05351980529338,0.050857847914238467,,2.70282,0.050284328953899997,7.39835,1.8377633646,282.4745591972195,2987.9635258399999,0.013659586444841164,0.015682389037060256,0.050857847914238467,0.097897480782087667,nan,0.00169045,0.0,0.0027422717032461737,0.0083091515331753397,32.5284676908735,0.21736138842062766,16.979887836079154,0.15536275783840989,0.036469131530872841
LS220_M14001330_M0_HR,,,R01,,not passed,LS220,1.4,1.33,1.5343e+00,1.4499e+00,2.9842,1.37590980007,1.30718560357,8.59886009026,8.6292693016,0.160010559714,0.151482885308,0.0948353231075,0.100912974479,602.742319993,843.414093353,714.5993851946082,134.02193268821406,0.011711570122510208,,2.7041,0.00441920524403,7.40167,0.41952084603399997,282.61939019543314,946.188449848,0.008745538856537474,inf,0.011711570122510208,nan,nan,7.7335999999999998e-08,2.4805640658002591e-05,3.4029226328237912e-07,5.6364631244014561e-06,11.038010665000433,0.20290299708997103,165.53775990871006,0.081120899581048941,4.5485806164969078e-07
LS220_M14001330_M0_SR,,,R01,,passed,LS220,1.4,1.33,1.5343e+00,1.4499e+00,2.9842,1.37590980007,1.30718560357,8.59886009026,8.6292693016,0.160010559714,0.151482885308,0.0948353231075,0.100912974479,602.742319993,843.414093353,714.5993851946082,134.02193268821406,0.036955284188728371,,2.7041,0.052448263565700003,7.40167,1.8801202855100001,282.61939019543314,3037.7629179300002,0.013683155735240465,0.016911941987225634,0.036955284188728371,0.084909472396392849,nan,0.0017127500000000001,0.0,0.003082685083115687,0.0095650513818977146,30.930682816810528,0.20550442171086675,16.156207129592762,0.16115573580157641,0.039757202009091504
LS220_M14351298_M0_HR,,,R01,,not passed,LS220,1.435,1.298,1.5771e+00,1.4119e+00,2.989,1.41044414277,1.27594370833,8.58242814733,8.63703197476,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.01379222591816478,,2.70742,0.0063490362642800004,7.40455,0.57546871630499996,282.8215169731599,896.389057751,0.010865489251154279,inf,0.01379222591816478,nan,nan,3.2948000000000001e-07,0.00018347292271854866,3.1986286836504931e-06,1.4636222574112886e-05,12.783725921510332,0.170603149025434,119.21333901116913,0.061159935200922673,1.1015189689083456e-06
LS220_M14351298_M0_SR,,,R01,,passed,LS220,1.435,1.298,1.5771e+00,1.4119e+00,2.989,1.41044414277,1.27594370833,8.58242814733,8.63703197476,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.038704926562346996,,2.70742,0.049393873327699997,7.40455,1.8003372127199999,282.8215169731599,2987.9635258399999,0.013635756342717091,0.016628327957713053,0.038704926562346996,0.11641051283201778,nan,0.0023976000000000002,0.0,0.0027433290500889717,0.011241251103681174,26.687012691240664,0.17330408317240151,12.590244717717717,0.19079394221638302,0.078007295495594306
LS220_M14691268_M0_HR,,,R01,,not passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.017527948823999127,,2.71256,0.020380005253399999,7.40587,1.1775666178199999,283.00454515771554,3037.7629179300002,0.013828698542232464,inf,0.017527948823999127,nan,nan,0.00031815400000000002,0.76231349909607216,0.0022239936352769002,0.0050893307757795747,21.26071198589114,0.15038775798451376,15.333149304739212,0.33260953255938946,0.03145835904693537
LS220_M14691268_M0_LK_SR,,,R03,,passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.022367049803286656,,2.71256,0.044481020376199998,7.40587,1.61359581716,283.00454515771554,2938.1641337400001,0.011578595399583296,inf,0.022367049803286656,nan,nan,0.0032027100000000001,0.04610084964573246,0.0037804685455409596,0.011786757348625616,31.53851235132556,0.20905496826507564,14.716662842780023,0.16937323414875216,0.082117423027387615
LS220_M14691268_M0_LR,,,R01,,passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.042590393635292836,,2.71256,0.046799989734900002,7.40587,1.72501133168,283.00454515771554,2987.9635258399999,0.013111502794487894,inf,0.042590393635292836,nan,nan,0.0036643600000000002,0.0,0.0044175356405383188,0.029549427224887778,29.56052285125675,0.17762233751855849,12.991899817299611,0.16552700345615604,0.089735599924040732
LS220_M14691268_M0_SR,,,R01,,passed,LS220,1.469,1.268,1.6195e+00,1.3769e+00,2.9964,1.44443532987,1.24702058478,8.56391904974,8.64267272711,0.16866535022,0.144286512465,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563786,134.12846165089059,0.049604725673673786,,2.71256,0.037679956915300003,7.40587,1.5591255533399999,283.00454515771554,2938.1641337400001,0.013505566392149747,inf,0.049604725673673786,nan,nan,0.0034825500000000001,0.0,0.0033323677759651764,0.026818745084374557,30.194283479379543,0.17280515201623381,12.131268168411079,0.17555218500074371,0.095926364567078717
SFHo_M13641364_M0_HR,,,R01,,passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.0232497522620492,,2.70328,0.063090860072199995,7.40491,2.04526624403,282.76103809478496,3685.1550152,0.014207334845591137,0.003352139066220939,0.0232497522620492,0.0376123608559095,nan,0.0033845899999999998,0.0,0.0035064531526583071,0.0073892384407663186,29.485665117841904,0.22179323167533371,16.44371163782024,0.19752273753305424,0.11802378124198712
SFHo_M13641364_M0_LK_SR,,,R03,,passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.023596528227991628,,2.70328,0.061779667455199999,7.40491,1.9163834123500001,282.76103809478496,3734.9544072899998,0.012039985058450957,0.0061657531535265538,0.023596528227991628,0.097812046651346782,nan,0.0065707300000000003,0.0033835485978694082,0.0073560691835865598,0.024778103988069348,33.232936554108434,0.22616384524181174,16.00607871828549,0.18286394030450195,0.19638049518270098
SFHo_M13641364_M0_LR,,,R01,,not passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.030169509036991303,,2.70328,0.046471875953400001,7.40491,1.71625829708,282.76103809478496,2689.1671732499999,0.013742339800350153,inf,0.030169509036991303,nan,nan,0.0239808,7.2989487409282301,0.38114817946577412,0.62042897948284126,24.746447289783685,0.38015916543188061,43.644619015629168,0.85274800903222581,15.585983414771988
SFHo_M13641364_M0_SR,,,R01,,passed,SFHo,1.364,1.364,1.5031e+00,1.5031e+00,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.021681379143355037,,2.70328,0.060981870641800003,7.40491,2.00918709914,282.76103809478496,3635.3556230999998,0.01401424368273683,0.0035767553168881919,0.021681379143355037,0.034942214901152666,nan,0.0030957799999999998,0.038910808875285009,0.0031782706074778714,0.0064125898333235037,32.82350888293279,0.23520321437989783,17.664934528874795,0.21117746122075856,0.12339388112941617
SFHo_M14521283_M0_HR,,,R01,,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.029097656051351065,,2.71006,0.063111434831900001,7.39983,2.0467048276500002,282.7578549959231,3485.95744681,0.013939110823956451,inf,0.029097656051351065,nan,nan,0.00382913,0.0038064921725893272,0.0063192627378848842,0.076270471413088847,26.625408166147018,0.15758302391973894,12.500414434349317,0.23052541174365979,0.181872418084565
SFHo_M14521283_M0_LK_SR,,,R03,,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.024944225731995159,,2.71006,0.071022979134899994,7.39983,2.1136774955600002,282.7578549959231,3485.95744681,0.011791464216699365,inf,0.024944225731995159,nan,nan,0.0040490200000000004,0.0,0.021201690950649044,0.030314121585727084,29.72779518621861,0.16269864536178999,12.653942705716441,0.24453459511709008,0.21640104251304304
SFHo_M14521283_M0_LR,,,R01,,not passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.033448118169537897,,2.71006,0.062640111428399994,7.39983,2.06283128356,282.7578549959231,3436.1580547100002,0.013474115778715467,inf,0.033448118169537897,nan,nan,0.034505599999999997,8.494821698484186,0.095187205299242239,0.17193351017793521,32.36784721489558,0.37230712570507835,40.527802058216643,0.68187248698761949,14.339179447719628
SFHo_M14521283_M0_SR,,,R01,,passed,SFHo,1.452,1.283,1.6124e+00,1.4040e+00,3.0164,1.44197457527,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.28251105306333,77.4089158030341,0.033006766940156626,,2.71006,0.051928342683999998,7.39983,1.8655143063499999,282.7578549959231,3436.1580547100002,0.01373025711719567,inf,0.033006766940156626,nan,nan,0.0043006099999999998,0.0,0.01297461613914442,0.031551834588996665,34.08860746664045,0.20187092503317056,15.128903599140587,0.20942029624216099,0.1685761148885061
SLy4_M13641364_M0_HR,,,R03,,not passed,SLy4,1.364,1.364,1.5016e+00,1.5016e+00,3.0032,1.34222244733,1.34222244733,7.97112842414,7.97112842414,0.16838511982,0.16838511982,0.0813299537861,0.0813299537861,400.525631047,400.525631047,400.5256310470942,75.10035450980604,0.016345758031013576,,2.70364,0.0267254863291,7.39963,1.4122340250000001,282.5398127238872,4432.1458966600003,0.013308869842922117,inf,0.016345758031013576,nan,nan,0.00016215199999999999,0.26524906289280709,0.15788821636906397,0.25624017043378322,30.345512894537706,0.2546127753414768,33.497224699356167,0.56090798581886125,0.045596959007238251
SLy4_M13641364_M0_LR,,,R02,,not passed,SLy4,1.364,1.364,1.5016e+00,1.5016e+00,3.0032,1.34222244733,1.34222244733,7.97112842414,7.97112842414,0.16838511982,0.16838511982,0.0813299537861,0.0813299537861,400.525631047,400.525631047,400.5256310470942,75.10035450980604,0.027489876572890717,,2.70364,0.048983605171799997,7.39963,1.7330947639700001,282.5398127238872,746.99088145899998,0.024334769305500704,-0.0084776501355878255,0.027489876572890717,0.046008434038147368,nan,0.034128899999999997,46.78496087785738,0.53932545986756675,0.7670800735807547,13.856496533492333,0.37198641092929019,55.702711353134738,0.87840936660718649,23.536707537151294
SLy4_M13641364_M0_SR,,,R02,,passed,SLy4,1.364,1.364,1.5016e+00,1.5016e+00,3.0032,1.34222244733,1.34222244733,7.97112842414,7.97112842414,0.16838511982,0.16838511982,0.0813299537861,0.0813299537861,400.525631047,400.525631047,400.5256310470942,75.10035450980604,0.035914956290901086,,2.70364,nan,7.39963,nan,282.5398127238872,nan,nan,nan,0.035914956290901086,0.094977441973056617,nan,0.0044459699999999996,0.0,0.0051944673854230324,0.01901752579975376,35.20618683523978,0.25403676317296564,18.225611620703695,0.21630537459643234,0.1859215436972472
SLy4_M14521283_M0_LR,,,R02,,passed,SLy4,1.452,1.283,1.6105e+00,1.4018e+00,3.0122999999999998,1.42854583717,1.26177437769,7.93328010082,7.9993285326,0.180070090483,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.028183428504775575,,2.70956,0.057213033095800003,7.3966,1.9607131010100001,282.6559958323443,199.197568389,0.019794895885211557,inf,0.028183428504775575,nan,nan,0.00523808,0.0028548691294479314,0.0056892336384605649,0.083485203024945998,26.919413229273164,0.15940604409353026,11.996059713520987,0.23854816606172496,0.26641140070235614
SLy4_M14521283_M0_SR,,,R02,,passed,SLy4,1.452,1.283,1.6105e+00,1.4018e+00,3.0122999999999998,1.42854583717,1.26177437769,7.93328010082,7.9993285326,0.180070090483,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.034047094837983911,,2.70956,0.063713753246899998,7.3966,2.08615303824,282.6559958323443,3436.1580547100002,0.013765722840985237,0.019524769889487922,0.034047094837983911,0.77782516427213721,nan,0.0064047699999999997,0.0,0.016313430863439924,0.099086790494861784,30.71150831362018,0.16261498951112016,11.567986357745868,0.24691881180260958,0.3490118662426715
